quat	0.92	-0.02	0.00	-0.40		344	-408	16384	25	15	-23

quat	0.92	-0.02	0.00	-0.40		514	-424	16450	34	5	-3

quat	0.92	-0.02	0.00	-0.40		536	-496	16410	28	-9	12

quat	0.92	-0.02	0.00	-0.40		428	-556	16310	23	1	25

quat	0.92	-0.02	0.00	-0.40		168	-548	16464	16	17	37

quat	0.92	-0.02	0.00	-0.40		-62	-616	16380	15	34	25

quat	0.92	-0.02	0.00	-0.40		-66	-488	16502	22	37	3

quat	0.92	-0.02	0.00	-0.40		8	-432	16330	29	42	-5

quat	0.92	-0.02	0.00	-0.40		60	-426	16432	42	26	-12

quat	0.92	-0.01	0.00	-0.40		222	-522	16358	39	11	-19

quat	0.92	-0.01	0.00	-0.40		338	-446	16364	51	2	-25

quat	0.92	-0.01	0.00	-0.40		366	-406	16504	63	-1	-22

quat	0.92	-0.01	0.00	-0.40		248	-324	16580	44	-2	-15

quat	0.92	-0.01	0.00	-0.40		154	-278	16562	38	6	-2

quat	0.92	-0.01	0.00	-0.40		180	-268	16740	30	3	3

quat	0.92	-0.01	0.00	-0.40		-8	-354	16766	14	-12	12

quat	0.92	-0.01	0.00	-0.40		110	-384	16584	6	-6	-22

quat	0.92	-0.01	0.00	-0.40		314	-354	16490	-20	3	-25

quat	0.92	-0.01	0.00	-0.40		432	-360	16400	-24	13	-15

quat	0.92	-0.01	0.00	-0.40		258	-424	16262	-26	22	-2

quat	0.92	-0.01	0.00	-0.40		364	-384	16384	-15	24	1

quat	0.92	-0.01	0.00	-0.40		116	-430	16312	-34	23	25

quat	0.92	-0.01	0.00	-0.40		38	-560	16388	3	31	1

quat	0.92	-0.01	0.00	-0.40		-88	-488	16430	-1	13	-5

quat	0.92	-0.01	0.00	-0.40		38	-408	16534	13	-10	-14

quat	0.92	-0.01	0.00	-0.40		114	-374	16538	16	-24	-16

quat	0.92	-0.01	0.00	-0.40		144	-292	16540	3	-21	-14

quat	0.92	-0.01	0.00	-0.40		244	-226	16480	19	-14	-25

quat	0.92	-0.01	0.00	-0.40		242	-188	16486	2	2	-14

quat	0.92	-0.01	0.00	-0.40		278	-148	16632	21	1	-4

quat	0.92	-0.01	0.00	-0.40		154	-248	16594	3	-18	10

quat	0.92	-0.01	0.00	-0.40		246	-144	16410	-7	-9	7

quat	0.92	-0.01	0.00	-0.40		218	-240	16578	0	-3	15

quat	0.92	-0.01	0.00	-0.40		76	-302	16598	-11	-11	14

quat	0.92	-0.01	0.00	-0.40		110	-338	16420	7	-21	2

quat	0.92	-0.01	0.00	-0.40		142	-398	16572	9	-19	-7

quat	0.92	-0.01	0.00	-0.40		252	-344	16268	-13	-13	-14

quat	0.92	-0.01	0.00	-0.40		244	-492	16164	-26	21	5

quat	0.92	-0.01	0.00	-0.40		316	-572	16110	-14	22	8

quat	0.92	-0.01	0.00	-0.40		246	-692	16270	13	-7	6

quat	0.92	-0.01	0.00	-0.40		304	-670	16518	40	-46	-2

quat	0.92	-0.01	0.00	-0.40		232	-586	16550	20	-58	6

quat	0.92	-0.01	-0.00	-0.40		154	-478	16598	12	-31	-2

quat	0.92	-0.01	-0.00	-0.40		192	-384	16518	4	-2	-16

quat	0.92	-0.01	-0.00	-0.40		254	-306	16354	-5	21	-14

quat	0.92	-0.01	-0.00	-0.40		198	-282	16368	-12	25	4

quat	0.92	-0.01	-0.00	-0.40		314	-348	16550	7	12	-2

quat	0.92	-0.01	-0.00	-0.40		278	-336	16540	-23	-11	16

quat	0.92	-0.01	-0.00	-0.40		126	-404	16542	-6	-4	5

quat	0.92	-0.01	-0.00	-0.40		210	-392	16530	-7	3	-4

quat	0.92	-0.01	0.00	-0.40		220	-280	16468	-14	16	-14

quat	0.92	-0.01	0.00	-0.40		284	-280	16572	6	4	-21

quat	0.92	-0.01	-0.00	-0.40		388	-170	16502	7	-23	-20

quat	0.92	-0.01	-0.00	-0.40		382	-62	16340	10	-23	7

quat	0.92	-0.01	-0.00	-0.40		254	-136	16348	2	-9	24

quat	0.92	-0.01	-0.00	-0.40		-56	-284	16304	-8	18	26

quat	0.92	-0.01	-0.00	-0.40		70	-328	16442	27	19	-13

quat	0.92	-0.01	-0.00	-0.40		198	-302	16440	13	14	-26

quat	0.92	-0.01	-0.00	-0.40		500	-246	16376	20	-1	-23

quat	0.92	-0.01	-0.00	-0.40		446	-314	16514	11	-9	2

quat	0.92	-0.01	-0.00	-0.40		436	-340	16492	3	-23	16

quat	0.92	-0.01	-0.00	-0.40		322	-310	16452	0	-16	16

quat	0.92	-0.01	-0.00	-0.40		232	-396	16326	-12	12	13

quat	0.92	-0.01	-0.00	-0.40		156	-484	16310	-10	37	2

quat	0.92	-0.01	-0.00	-0.40		288	-520	16274	1	33	-5

quat	0.92	-0.01	-0.00	-0.40		196	-508	16374	-2	14	15

quat	0.92	-0.01	-0.00	-0.40		192	-522	16382	4	-3	14

quat	0.92	-0.01	-0.00	-0.40		230	-500	16554	18	-15	0

quat	0.92	-0.01	-0.00	-0.40		298	-426	16436	-3	-15	-2

